filename,label
data/backapp_full_audios/220307.wav,1
data/backapp_full_audios/343887.wav,1
data/backapp_full_audios/343930.wav,1
data/backapp_full_audios/221151.wav,1
data/backapp_full_audios/82420.wav,1
data/backapp_full_audios/44261.wav,1
data/backapp_full_audios/30279.wav,1
data/backapp_full_audios/272093.wav,1
data/backapp_full_audios/367307.wav,1
data/backapp_full_audios/219815.wav,1
data/backapp_full_audios/113364.wav,1
data/backapp_full_audios/344051.wav,1
data/backapp_full_audios/136480.wav,1
data/backapp_full_audios/420015.wav,1
data/backapp_full_audios/221150.wav,1
data/backapp_full_audios/353288.wav,1
data/backapp_full_audios/321971.wav,1
data/backapp_full_audios/343879.wav,1
data/backapp_full_audios/328000.wav,1
data/backapp_full_audios/220312.wav,1
data/backapp_full_audios/220306.wav,1
data/backapp_full_audios/208893.wav,1
data/backapp_full_audios/9431.wav,1
data/backapp_full_audios/9433.wav,1
data/backapp_full_audios/220660.wav,1
data/backapp_full_audios/321230.wav,1
data/backapp_full_audios/353103.wav,1
data/backapp_full_audios/256494.wav,1
data/backapp_full_audios/169810.wav,1
data/backapp_full_audios/221152.wav,1
data/backapp_full_audios/420017.wav,1
data/backapp_full_audios/132828.wav,1
data/backapp_full_audios/344047.wav,1
data/backapp_full_audios/165596.wav,1
data/backapp_full_audios/63637.wav,1
data/backapp_full_audios/246309.wav,1
data/backapp_full_audios/241472.wav,1
data/backapp_full_audios/370136.wav,1
data/backapp_full_audios/351339.wav,1
data/backapp_full_audios/221153.wav,1
data/backapp_full_audios/270446.wav,1
data/backapp_full_audios/169811.wav,1
data/backapp_full_audios/316648.wav,1
data/backapp_full_audios/343891.wav,1
data/backapp_full_audios/328003.wav,1
data/backapp_full_audios/154428.wav,1
data/backapp_full_audios/220311.wav,1
data/backapp_full_audios/556976.wav,1
data/backapp_full_audios/104035.wav,1
data/backapp_full_audios/220649.wav,1
data/backapp_full_audios/180309.wav,1
data/backapp_full_audios/9432.wav,1
data/backapp_full_audios/104031.wav,1
data/backapp_full_audios/220665.wav,1
data/backapp_full_audios/210995.wav,1
data/backapp_full_audios/167227.wav,1
data/backapp_full_audios/178313.wav,1
data/backapp_full_audios/241884.wav,1
data/backapp_full_audios/344056.wav,1
data/backapp_full_audios/222648.wav,1
data/backapp_full_audios/222674.wav,1
data/backapp_full_audios/242194.wav,1
data/backapp_full_audios/127004.wav,1
data/backapp_full_audios/63632.wav,1
data/backapp_full_audios/222649.wav,1
data/backapp_full_audios/239902.wav,1
data/backapp_full_audios/433735.wav,1
data/backapp_full_audios/467364.wav,1
data/backapp_full_audios/196156.wav,1
data/backapp_full_audios/175385.wav,1
data/backapp_full_audios/387829.wav,1
data/backapp_full_audios/271601.wav,1
data/backapp_full_audios/364797.wav,1
data/backapp_full_audios/25713.wav,1
data/backapp_full_audios/220658.wav,1
data/backapp_full_audios/104030.wav,1
data/backapp_full_audios/64940.wav,1
data/backapp_full_audios/104032.wav,1
data/backapp_full_audios/89362.wav,1
data/backapp_full_audios/9435.wav,1
data/backapp_full_audios/241515.wav,1
data/backapp_full_audios/220302.wav,1
data/backapp_full_audios/382990.wav,1
data/backapp_full_audios/220289.wav,1
data/backapp_full_audios/449702.wav,1
data/backapp_full_audios/61219.wav,1
data/backapp_full_audios/232458.wav,1
data/backapp_full_audios/502924.wav,1
data/backapp_full_audios/67324.wav,1
data/backapp_full_audios/250550.wav,1
data/backapp_full_audios/90790.wav,1
data/backapp_full_audios/82418.wav,1
data/backapp_full_audios/220049.wav,1
data/backapp_full_audios/343897.wav,1
data/backapp_full_audios/382991.wav,1
data/backapp_full_audios/271602.wav,1
data/backapp_full_audios/338955.wav,1
data/backapp_full_audios/319019.wav,1
data/backapp_full_audios/9434.wav,1
data/backapp_full_audios/104033.wav,1
data/backapp_full_audios/219724.wav,1
data/backapp_full_audios/178410.wav,1
data/backapp_full_audios/261853.wav,1
data/backapp_full_audios/340889.wav,1
data/backapp_full_audios/395736.wav,1
data/backapp_full_audios/34281.wav,1
data/backapp_full_audios/323080.wav,1
data/backapp_full_audios/219693.wav,1
data/backapp_full_audios/118521.wav,1
data/backapp_full_audios/110141.wav,1
data/backapp_full_audios/219650.wav,1
data/backapp_full_audios/256635.wav,1
data/backapp_full_audios/351628.wav,1
data/backapp_full_audios/145801.wav,1
data/backapp_full_audios/253771.wav,1
data/backapp_full_audios/110140.wav,1
data/backapp_full_audios/381805.wav,1
data/backapp_full_audios/219453.wav,1
data/backapp_full_audios/343952.wav,1
data/backapp_full_audios/99499.wav,1
data/backapp_full_audios/203594.wav,1
data/backapp_full_audios/396799.wav,1
data/backapp_full_audios/220365.wav,1
data/backapp_full_audios/235595.wav,1
data/backapp_full_audios/180341.wav,1
data/backapp_full_audios/353189.wav,1
data/backapp_full_audios/345933.wav,1
data/backapp_full_audios/220617.wav,1
data/backapp_full_audios/237419.wav,1
data/backapp_full_audios/415352.wav,1
data/backapp_full_audios/220818.wav,1
data/backapp_full_audios/395735.wav,1
data/backapp_full_audios/84353.wav,1
data/backapp_full_audios/165898.wav,1
data/backapp_full_audios/207860.wav,1
data/backapp_full_audios/344030.wav,1
data/backapp_full_audios/179321.wav,1
data/backapp_full_audios/110142.wav,1
data/backapp_full_audios/219647.wav,1
data/backapp_full_audios/172738.wav,1
data/backapp_full_audios/219653.wav,1
data/backapp_full_audios/63641.wav,1
data/backapp_full_audios/336841.wav,1
data/backapp_full_audios/166943.wav,1
data/backapp_full_audios/219685.wav,1
data/backapp_full_audios/439518.wav,1
data/backapp_full_audios/34283.wav,1
data/backapp_full_audios/492764.wav,1
data/backapp_full_audios/336538.wav,1
data/backapp_full_audios/415353.wav,1
data/backapp_full_audios/397686.wav,1
data/backapp_full_audios/242911.wav,1
data/backapp_full_audios/144338.wav,1
data/backapp_full_audios/338049.wav,1
data/backapp_full_audios/85538.wav,1
data/backapp_full_audios/251941.wav,1
data/backapp_full_audios/243376.wav,1
data/backapp_full_audios/261855.wav,1
data/backapp_full_audios/338934.wav,1
data/backapp_full_audios/26720.wav,1
data/backapp_full_audios/326883.wav,1
data/backapp_full_audios/405597.wav,1
data/backapp_full_audios/30988.wav,1
data/backapp_full_audios/219871.wav,1
data/backapp_full_audios/381802.wav,1
data/backapp_full_audios/239592.wav,1
data/backapp_full_audios/219657.wav,1
data/backapp_full_audios/42847.wav,1
data/backapp_full_audios/406504.wav,1
data/backapp_full_audios/219858.wav,1
data/backapp_full_audios/381803.wav,1
data/backapp_full_audios/179319.wav,1
data/backapp_full_audios/343954.wav,1
data/backapp_full_audios/326882.wav,1
data/backapp_full_audios/407587.wav,1
data/backapp_full_audios/278108.wav,1
data/backapp_full_audios/45523.wav,1
data/backapp_full_audios/261854.wav,1
data/backapp_full_audios/343411.wav,1
data/backapp_full_audios/243377.wav,1
data/backapp_full_audios/220822.wav,1
data/backapp_full_audios/235591.wav,1
data/backapp_full_audios/252244.wav,1
data/backapp_full_audios/415354.wav,1
data/backapp_full_audios/406843.wav,1
data/backapp_full_audios/351598.wav,1
data/backapp_full_audios/319537.wav,1
data/backapp_full_audios/245300.wav,1
data/backapp_full_audios/343771.wav,1
data/backapp_full_audios/381801.wav,1
data/backapp_full_audios/219867.wav,1
data/backapp_full_audios/69155.wav,1
data/backapp_full_audios/384213.wav,1
data/backapp_full_audios/364481.wav,1
data/backapp_full_audios/344037.wav,1
data/backapp_full_audios/179332.wav,1
data/backapp_full_audios/257711.wav,1
data/backapp_full_audios/179326.wav,1
data/backapp_full_audios/406088.wav,1
data/backapp_full_audios/157018.wav,1
data/backapp_full_audios/277562.wav,1
data/backapp_full_audios/338936.wav,1
data/backapp_full_audios/220823.wav,1
data/backapp_full_audios/180344.wav,1
data/backapp_full_audios/180350.wav,1
data/backapp_full_audios/381951.wav,1
data/backapp_full_audios/144337.wav,1
data/backapp_full_audios/241591.wav,1
data/backapp_full_audios/71139.wav,1
data/backapp_full_audios/9704.wav,1
data/backapp_full_audios/393010.wav,1
data/backapp_full_audios/179317.wav,1
data/backapp_full_audios/219856.wav,1
data/backapp_full_audios/125130.wav,1
data/backapp_full_audios/219665.wav,1
data/backapp_full_audios/42849.wav,1
data/backapp_full_audios/264842.wav,1
data/backapp_full_audios/219658.wav,1
data/backapp_full_audios/426195.wav,1
data/backapp_full_audios/351634.wav,1
data/backapp_full_audios/391362.wav,1
data/backapp_full_audios/21323.wav,1
data/backapp_full_audios/71299.wav,1
data/backapp_full_audios/222584.wav,1
data/backapp_full_audios/58794.wav,1
data/backapp_full_audios/156901.wav,1
data/backapp_full_audios/180348.wav,1
data/backapp_full_audios/381944.wav,1
data/backapp_full_audios/241592.wav,1
data/backapp_full_audios/345045.wav,1
data/backapp_full_audios/338938.wav,1
data/backapp_full_audios/222545.wav,1
data/backapp_full_audios/13797.wav,1
data/backapp_full_audios/394608.wav,1
data/backapp_full_audios/556706.wav,1
data/backapp_full_audios/343965.wav,1
data/backapp_full_audios/344039.wav,1
data/backapp_full_audios/543914.wav,1
data/backapp_full_audios/219666.wav,1
data/backapp_full_audios/255322.wav,1
data/backapp_full_audios/219882.wav,1
data/backapp_full_audios/172731.wav,1
data/backapp_full_audios/219883.wav,1
data/backapp_full_audios/432875.wav,1
data/backapp_full_audios/271242.wav,1
data/backapp_full_audios/326332.wav,1
data/backapp_full_audios/219868.wav,1
data/backapp_full_audios/179315.wav,1
data/backapp_full_audios/9706.wav,1
data/backapp_full_audios/132738.wav,1
data/backapp_full_audios/157163.wav,1
data/backapp_full_audios/58797.wav,1
data/backapp_full_audios/338939.wav,1
data/backapp_full_audios/399675.wav,1
data/backapp_full_audios/166619.wav,1
data/backapp_full_audios/241593.wav,1
data/backapp_full_audios/243380.wav,1
data/backapp_full_audios/381943.wav,1
data/backapp_full_audios/166621.wav,1
data/backapp_full_audios/68136.wav,1
data/backapp_full_audios/264918.wav,1
data/backapp_full_audios/368461.wav,1
data/backapp_full_audios/257691.wav,1
data/backapp_full_audios/222583.wav,1
